id,managementId,name,prefecture,address,phone,permitType,permitDate,permitExpiry,receiveCountries,jobCodes,kaigoSupport,migrationStatus,statusConfirmedAt,statusNote,isVerified,verifiedAt,createdAt,updatedAt,nameKana,city,offices,verifiedNote,hasPenalty,penaltyDetail,penaltySource,sourceDate
547,I-0547,協同組合ネクストステージ・ジャパン,東京都,東京都台東区松が谷1-4-4 中央スカイビル9F,352464787,general,2017-12-20,2029-12-19,ブータン、インドネシア、カンボジア、スリランカ、ミャンマー、モンゴル、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""2-2"", ""3-1"", ""3-2"", ""3-3"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-21"", ""4-3"", ""4-4"", ""4-5"", ""4-8"", ""4-9"", ""6-6"", ""6-13"", ""6-14"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-11"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,台東区,,,0,,,
548,I-0548,協同組合ビジネスプラザ,東京都,東京都港区新橋6-9-4 新橋6丁目ビル6F,354024866,general,2018-03-27,2030-03-26,インドネシア、ミャンマー、タイ、ベトナム,"[""1-2"", ""3-3"", ""3-6"", ""3-13"", ""3-15"", ""3-21"", ""4-4"", ""4-5"", ""4-8"", ""4-9"", ""4-10"", ""6-4"", ""6-6"", ""6-7"", ""6-10"", ""6-11"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-12"", ""7-13"", ""7-15"", ""7-19""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,港区,,,0,,,
549,I-0549,協同組合ビジネス・ブレーン,東京都,東京都福生市南田園3-12-24,425137388,general,2017-12-01,2029-11-30,中国、インドネシア、スリランカ、ベトナム,"[""1-1"", ""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-12"", ""3-13"", ""3-17"", ""3-20"", ""3-21"", ""4-8"", ""4-9"", ""6-1"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-13"", ""7-14"", ""7-19""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,福生市,,,0,,,
550,I-0550,協同組合ビルダーズ,東京都,東京都新宿区西新宿6-12-4 コイトビル402,359090170,general,2017-12-20,2029-12-19,インドネシア、フィリピン、ベトナム,"[""1-1"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-13"", ""3-17"", ""3-21"", ""4-1"", ""4-4"", ""4-5"", ""4-8"", ""4-9"", ""5-6"", ""5-7"", ""5-9"", ""5-11"", ""6-1"", ""6-4"", ""6-5"", ""6-6"", ""6-10"", ""6-13"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-9"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,新宿区,,,0,,,
551,I-0551,協同組合フォワード,東京都,東京都千代田区麹町5-3-3 麹町KSスクエア10F,362617345,general,2017-11-01,2029-10-31,バングラデシュ、中国、インドネシア、カンボジア、ミャンマー、ネパール、フィリピン、タイ、ベトナム,"[""1-1"", ""1-2"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""4-10"", ""4-11"", ""5-9"", ""5-11"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-12"", ""7-13"", ""7-14""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
552,I-0552,協同組合ペイジア,東京都,東京都千代田区五番町3-1,343210100,general,2018-04-27,2030-04-26,バングラデシュ、中国、インドネシア、カンボジア、ベトナム,"[""1-1"", ""1-2"", ""3-2"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-12"", ""3-13"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-20"", ""3-21"", ""4-3"", ""4-4"", ""4-8"", ""4-9"", ""6-4"", ""7-2"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-12"", ""7-13"", ""7-15""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
553,I-0553,協同組合ユウアンドアイ,東京都,東京都足立区竹の塚7-8-4,358315836,general,2019-03-29,2031-03-28,インドネシア、ミャンマー、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""3-1"", ""3-2"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-15"", ""3-17"", ""3-18"", ""3-20"", ""3-21"", ""4-7"", ""4-9"", ""6-4"", ""6-6"", ""6-7"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-12"", ""7-13"", ""7-15""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,足立区,,,0,,,
554,I-0554,協同組合友楽,東京都,東京都江戸川区西小岩1-4-7,358767229,general,2024-03-18,2029-03-17,中国、インドネシア、カンボジア、ミャンマー、ベトナム,"[""1-1"", ""1-2"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-12"", ""3-13"", ""3-15"", ""3-17"", ""3-20"", ""3-21"", ""4-4"", ""4-9"", ""5-6"", ""6-4"", ""6-5"", ""6-7"", ""6-10"", ""6-12"", ""6-13"", ""6-14"", ""7-1"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-11"", ""7-15""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,江戸川区,,,0,,,
555,I-0555,協同組合ライズモア,東京都,東京都足立区綾瀬3-14-6,358561683,general,2023-09-22,2028-09-21,中国、インドネシア、スリランカ、ミャンマー、ベトナム,"[""1-1"", ""1-2"", ""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-17"", ""3-21"", ""5-11"", ""6-11"", ""6-12"", ""6-13"", ""7-4"", ""7-7""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,足立区,,,0,,,
556,I-0556,協同組合LINK,東京都,東京都新宿区信濃町12-1 SANMOビル4F,3686683551,general,2018-06-29,2030-06-28,中国、インドネシア、インド、カンボジア、ミャンマー、ネパール、フィリピン、タイ、ベトナム,"[""1-1"", ""1-2"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-12"", ""3-13"", ""3-15"", ""3-17"", ""3-20"", ""3-21"", ""4-4"", ""4-6"", ""4-7"", ""4-9"", ""5-3"", ""6-4"", ""6-6"", ""6-7"", ""6-8"", ""6-13"", ""6-14"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,新宿区,,,0,,,
557,I-0557,クイックリサーチ協同組合,東京都,東京都台東区下谷1-13-6,358069197,general,2017-12-20,2029-12-19,インド、フィリピン、タイ、ベトナム,"[""1-1"", ""1-2"", ""3-2"", ""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-12"", ""3-13"", ""3-15"", ""3-17"", ""3-21"", ""4-3"", ""4-4"", ""4-5"", ""4-8"", ""4-9"", ""4-10"", ""6-1"", ""6-3"", ""6-4"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""7-2"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-11"", ""7-12"", ""7-14"", ""7-16""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,台東区,,,0,,,
558,I-0558,グローカルパートナー協同組合,東京都,東京都八王子市横山町25-5 SHINO38BLDG. 4F,426494351,general,2018-01-09,2030-01-08,バングラデシュ、スリランカ、ミャンマー、フィリピン、ウズベキスタン、ベトナム,"[""3-3"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-12"", ""3-13"", ""3-15"", ""3-16"", ""3-17"", ""3-20"", ""3-21"", ""6-4"", ""6-15"", ""7-4"", ""7-6"", ""7-7"", ""7-11""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,八王子市,,,0,,,
559,I-0559,グローバルアルファ協同組合,東京都,東京都台東区柳橋1-23-4,366593017,general,2023-12-19,2028-12-18,インドネシア、フィリピン、ベトナム,"[""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-8"", ""4-9"", ""4-11"", ""6-3"", ""6-4"", ""6-5"", ""6-7"", ""6-12"", ""6-14"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-12"", ""7-13"", ""7-16""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,台東区,,,0,,,
560,I-0560,グローバルステージ協同組合,東京都,東京都千代田区神田多町2-11 カツミビル4F B,364410269,general,2022-12-12,2027-12-11,インドネシア、ミャンマー、ベトナム,"[""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""6-5"", ""7-1"", ""7-4"", ""7-6"", ""7-7"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
561,I-0561,グローバルネットワーク協同組合,東京都,東京都調布市国領町2-22-2,424446425,general,2017-12-20,2029-12-19,バングラデシュ、中国、インドネシア、インド、カンボジア、スリランカ、ミャンマー、ネパール、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""1-3"", ""3-3"", ""3-6"", ""3-7"", ""3-8"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-21"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""4-10"", ""4-11"", ""6-1"", ""6-2"", ""6-4"", ""6-6"", ""6-8"", ""6-13"", ""6-14"", ""7-5"", ""7-6"", ""7-7"", ""7-12"", ""7-13"", ""7-15""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,調布市,,,0,,,
562,I-0562,群馬グローバル協同組合,東京都,東京都千代田区麹町1-6-3 クレール麹町1003,362724743,general,2018-06-29,2030-06-28,インドネシア、ミャンマー、モンゴル、タイ、ベトナム,"[""1-2"", ""3-2"", ""3-3"", ""3-5"", ""3-8"", ""3-11"", ""3-15"", ""3-20"", ""3-21"", ""4-3"", ""4-4"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""6-4"", ""6-5"", ""6-7"", ""6-8"", ""6-9"", ""6-13"", ""6-14"", ""6-15"", ""7-2"", ""7-4"", ""7-6"", ""7-7"", ""7-12""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
563,I-0563,経営資源互助事業協同組合,東京都,東京都台東区西浅草1-7-19,338416466,general,2021-08-03,2026-08-02,ベトナム,"[""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-12"", ""3-13"", ""3-15"", ""3-17"", ""3-20"", ""3-21"", ""7-1"", ""7-4"", ""7-6"", ""7-7""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,台東区,,,0,,,
564,I-0564,KCM協同組合,東京都,東京都江戸川区松島1-43-13 浦澤ビル2F,336543222,general,2024-08-30,2029-08-29,ベトナム,"[""7-6"", ""7-11""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,江戸川区,,,0,,,
565,I-0565,健康生活事業協同組合,東京都,東京都港区赤坂6-19-53,355727787,general,2020-02-13,2032-02-12,インドネシア、スリランカ、ミャンマー、ネパール、ベトナム,"[""3-6"", ""3-7"", ""3-8"", ""3-12"", ""3-17"", ""3-21"", ""4-4"", ""4-9"", ""5-1"", ""6-4"", ""6-6"", ""6-7"", ""6-13"", ""7-2"", ""7-3"", ""7-6"", ""7-7"", ""7-8"", ""7-13"", ""7-18""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,港区,,,0,,,
566,I-0566,建設施工協同組合,東京都,東京都台東区上野6-16-17 朝日生命上野昭和通ビル,368027700,general,2025-09-09,2030-09-08,フィリピン、ウズベキスタン、ベトナム,"[""3-8"", ""3-21"", ""7-7""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,台東区,,,0,,,
567,I-0567,公益財団法人日中技能者交流センター,東京都,東京都千代田区一ツ橋2-6-2 日本教育会館7F,352122531,general,2017-11-01,2029-10-31,中国、インドネシア、カンボジア、ミャンマー、ネパール、ベトナム,"[""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-20"", ""3-21"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-8"", ""4-9"", ""5-1"", ""5-2"", ""5-3"", ""5-6"", ""5-7"", ""5-9"", ""5-10"", ""5-11"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-15"", ""7-16""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
568,I-0568,公益財団法人アジア・アフリカ文化財団,東京都,東京都三鷹市新川5-14-16,422430536,general,2017-12-01,2029-11-30,中国、インドネシア、ミャンマー、ベトナム,"[""1-1"", ""4-3"", ""4-5"", ""4-7"", ""4-8"", ""4-9"", ""5-6"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-8""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,三鷹市,,,0,,,
569,I-0569,公益財団法人オイスカ,東京都,東京都杉並区和泉2-17-5,333225161,general,2019-02-01,2031-01-31,バングラデシュ、インドネシア、インド、ミャンマー、モンゴル、マレーシア、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""1-3"", ""3-1"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-11"", ""3-12"", ""3-13"", ""3-15"", ""3-17"", ""3-20"", ""3-21"", ""4-2"", ""4-3"", ""4-4"", ""4-6"", ""4-8"", ""4-9"", ""4-11"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-8"", ""6-12"", ""6-13"", ""6-14"", ""7-2"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-11"", ""7-12"", ""7-13"", ""7-15""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,杉並区,,,0,,,
570,I-0570,公益財団法人国際人材育成機構,東京都,東京都中央区日本橋箱崎町36-2 Daiwaリバーゲート20F(南ウイング),356455621,general,2017-11-01,2029-10-31,バングラデシュ、インドネシア、スリランカ、フィリピン、タイ、ベトナム,"[""1-1"", ""1-2"", ""1-3"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-1"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""4-10"", ""4-11"", ""5-1"", ""5-2"", ""5-3"", ""5-4"", ""5-7"", ""5-9"", ""5-10"", ""5-11"", ""5-12"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""6-16"", ""6-17"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-10"", ""7-11"", ""7-12"", ""7-13"", ""7-14"", ""7-15"", ""7-16"", ""7-19"", ""7-21""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,中央区,,,0,,,
571,I-0571,公益財団法人国際人財開発機構,東京都,東京都千代田区霞が関3-6-14 三久ビル1F,362057739,general,2018-12-25,2030-12-24,中国、インドネシア、カンボジア、ミャンマー、ネパール、フィリピン、ベトナム,"[""1-1"", ""1-2"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""5-1"", ""5-2"", ""5-3"", ""5-4"", ""5-5"", ""5-6"", ""5-7"", ""5-8"", ""5-9"", ""5-10"", ""5-11"", ""5-12"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-12"", ""7-13"", ""7-16""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
572,I-0572,公益財団法人国際労務管理財団,東京都,東京都新宿区新宿1-26-6 新宿加藤ビル7F,333544841,general,2017-11-01,2029-10-31,バングラデシュ、中国、インドネシア、カンボジア、ミャンマー、モンゴル、ネパール、フィリピン、タイ、ベトナム,"[""1-1"", ""1-2"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""4-10"", ""4-11"", ""5-1"", ""5-2"", ""5-3"", ""5-4"", ""5-5"", ""5-6"", ""5-7"", ""5-8"", ""5-9"", ""5-10"", ""5-11"", ""5-12"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-10"", ""7-11"", ""7-12"", ""7-13"", ""7-14"", ""7-15"", ""7-16"", ""7-20""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,新宿区,,,0,,,
573,I-0573,公益財団法人J&C,東京都,東京都中央区日本橋横山町6-4-5F,366616151,general,2023-12-19,2028-12-18,中国、インドネシア、カンボジア、フィリピン、ベトナム,"[""1-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-20"", ""3-21"", ""4-3"", ""4-4"", ""4-5"", ""4-7"", ""4-8"", ""4-9"", ""5-1"", ""5-2"", ""5-3"", ""5-7"", ""5-9"", ""5-10"", ""5-11"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,中央区,,,0,,,
574,I-0574,公益財団法人東亜総研,東京都,東京都千代田区一番町4-42 一番町IIビル5F,363698530,general,2017-12-20,2029-12-19,フィリピン、ベトナム,"[""1-1"", ""1-2"", ""3-2"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-10"", ""3-13"", ""3-15"", ""3-16"", ""3-17"", ""3-21"", ""4-3"", ""4-4"", ""4-8"", ""4-9"", ""4-11"", ""5-11"", ""6-4"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-4"", ""7-6"", ""7-7"", ""7-9"", ""7-11"", ""7-12"", ""7-13"", ""7-15"", ""7-16""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
575,I-0575,公益社団法人日本・インドネシア経済協力事業協会,東京都,東京都千代田区麹町2-12-1 VORT半蔵門6F,332210613,general,2017-11-01,2029-10-31,インドネシア,"[""1-1"", ""1-2"", ""1-3"", ""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""3-22"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""4-10"", ""4-11"", ""5-1"", ""5-2"", ""5-3"", ""5-4"", ""5-5"", ""5-6"", ""5-7"", ""5-8"", ""5-9"", ""5-10"", ""5-11"", ""5-12"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""6-16"", ""6-17"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-5"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-11"", ""7-13"", ""7-15"", ""7-19""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
576,I-0576,公益社団法人アジア産業技術交流協会,東京都,東京都千代田区神田須田町1-10-36 神田ONビル9F,336681657,general,2018-01-09,2030-01-08,中国、インドネシア、スリランカ、フィリピン、タイ、ベトナム,"[""3-1"", ""3-2"", ""3-3"", ""3-4"", ""3-5"", ""3-6"", ""3-7"", ""3-8"", ""3-9"", ""3-10"", ""3-11"", ""3-12"", ""3-13"", ""3-14"", ""3-15"", ""3-16"", ""3-17"", ""3-18"", ""3-19"", ""3-20"", ""3-21"", ""4-1"", ""4-2"", ""4-3"", ""4-4"", ""4-5"", ""4-6"", ""4-7"", ""4-8"", ""4-9"", ""5-1"", ""5-2"", ""5-3"", ""5-4"", ""5-5"", ""5-6"", ""5-7"", ""5-8"", ""5-9"", ""5-10"", ""5-11"", ""5-12"", ""5-13"", ""6-1"", ""6-2"", ""6-3"", ""6-4"", ""6-5"", ""6-6"", ""6-7"", ""6-8"", ""6-9"", ""6-10"", ""6-11"", ""6-12"", ""6-13"", ""6-14"", ""6-15"", ""7-1"", ""7-2"", ""7-3"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-13"", ""7-15""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
577,I-0577,公益社団法人経営・労働協会,東京都,東京都千代田区神田神保町1-54-4 JHVビル8F,362689820,general,2017-12-01,2029-11-30,中国、インドネシア、ミャンマー、ネパール、フィリピン、ベトナム,"[""1-1"", ""3-2"", ""3-3"", ""3-6"", ""3-7"", ""3-8"", ""3-13"", ""3-15"", ""3-17"", ""3-18"", ""3-20"", ""3-21"", ""4-4"", ""4-6"", ""4-9"", ""6-4"", ""6-5"", ""6-6"", ""6-10"", ""6-11"", ""7-4"", ""7-6"", ""7-7"", ""7-8"", ""7-9"", ""7-11"", ""7-12"", ""7-13""]",1,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,千代田区,,,0,,,
578,I-0578,公益社団法人国際経済交流協会,東京都,東京都港区芝3-6-9 芝公園プラザビル3F,364529178,general,2019-03-29,2031-03-28,インドネシア、ベトナム,"[""1-1"", ""3-3"", ""3-5"", ""3-6"", ""3-8"", ""3-11"", ""3-13"", ""3-17"", ""3-20"", ""3-21"", ""4-5"", ""4-6"", ""4-8"", ""4-9"", ""5-7"", ""6-11"", ""7-6"", ""7-8"", ""7-11""]",0,unconfirmed,,,0,,2026-07-30 07:18:27,2026-07-31 04:41:08,,港区,,,0,,,
