id,inputUrl,companyName,industry,result,matchScore,userId,createdAt
480002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度28点、c)情報の確からしさ25点、合計93点。a.料亭経営であり、外食業に直接該当するため40点。b.飲食業界は全般的に人手不足が深刻であり、特に調理や接客は現場作業中心のため28点。c.店舗情報やメニュー、ミシュラン評価など事業内容が具体的に確認できたため25点。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 25, ""labor"": 28}, ""scoreField"": 40, ""scoreInfo"": 25, ""scoreLabor"": 28}",93,1,2026-07-16 05:07:48
480003,https://www.shimogamosaryo.co.jp/,下鴨茶寮,料亭、飲食業,"{""companyName"": ""下鴨茶寮"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""料亭、飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a)事業内容が料亭経営であり「外食業」に直接該当するため40点。b)飲食業界は慢性的な人手不足であり、料亭という現場作業が中心であるため25点。c)会社名、事業内容、店舗情報、営業時間などが具体的に確認できたため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,,2026-07-16 05:08:00
480004,https://www.shimogamosaryo.co.jp/,下鴨茶寮,料亭、飲食業,"{""companyName"": ""下鴨茶寮"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""料亭、飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 料亭での京料理提供は「外食業」に直接該当するため40点と評価しました。b) 飲食業界は人手不足が深刻であり、特に料亭のような専門性の高い現場は需要が高いため25点としました。c) ページ内容から事業内容や規模が具体的に確認できたため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,,2026-07-16 05:08:27
510001,https://kikunoi.jp/restaurant/,菊乃井,料亭業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""料亭業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a)料亭は外食業に直接該当し、調理や接客業務が特定技能の対象。b)外食産業は人手不足が深刻で、料亭も現場でのサービス提供が中心。c)ミシュラン評価やメニュー、店舗情報が詳細に記載されており、事業内容が明確に確認できた。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:09:17
510002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性38点、b)人手不足度25点、c)情報の確からしさ28点、合計91点。京料理の料亭であり、外食業分野に直接該当します(a:38)。飲食業界は人手不足が深刻であり、現場での調理・接客業務が中心と推測されます(b:25)。Webサイトから事業内容や店舗規模が具体的に確認できました(c:28)。"", ""score"": 91, ""scoreBreakdown"": {""field"": 38, ""info"": 28, ""labor"": 25}, ""scoreField"": 38, ""scoreInfo"": 28, ""scoreLabor"": 25}",91,1,2026-07-16 05:09:19
510003,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a.料亭経営は外食業に直接該当し、特定技能の対象業務と合致するため40点。b.飲食業界は人手不足が深刻であり、料亭の現場作業も多いため25点。c.ミシュラン評価やメニュー、店舗情報が詳細に記載されており、事業内容が明確に確認できたため28点。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:10:55
510004,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度30点、c)情報の確からしさ28点、合計98点。a.料亭経営であり「外食業」に直接該当するため40点。b.飲食業界は慢性的な人手不足であり、料亭という現場作業中心の業態のため30点。c.会社概要や具体的な店舗情報、メニュー、価格まで詳細に記載されており、事業内容が明確に確認できたため28点。"", ""score"": 98, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 30}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 30}",98,1,2026-07-16 05:10:58
540001,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a.料亭経営であり「外食業」に直接該当するため40点。b.飲食業界は慢性的な人手不足であり、料亭という現場作業中心の業態のため25点。c.ミシュラン評価やメニュー、営業時間、席数など具体的な情報が豊富で、事業内容が明確に確認できたため28点。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:15:52
540002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度28点、c)情報の確からしさ25点、合計93点。a.料亭経営は外食業に直接該当するため高得点。b.飲食業界は人手不足が深刻であり、料亭も例外ではないため高得点。c.事業内容や店舗情報が詳細に記載されており、情報の確からしさは高いと判断した。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 25, ""labor"": 28}, ""scoreField"": 40, ""scoreInfo"": 25, ""scoreLabor"": 28}",93,1,2026-07-16 05:15:54
570001,https://dlhd-web.com/index.html,株式会社ディアローグホールディングス,美容・保育・建築設計,"{""companyName"": ""株式会社ディアローグホールディングス"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": null, ""headcount"": ""1ー5名"", ""industry"": ""美容・保育・建築設計"", ""reason"": ""a)分野該当性5点、b)人手不足度10点、c)情報の確からしさ25点、合計40点。a) 美容・保育・建築設計は特定技能分野に直接該当しないため5点。b) 各分野で人手不足はあるものの、ホールディングスとしての情報のため10点。c) グループ企業情報や事業内容が具体的に確認できたため25点。"", ""score"": 40, ""scoreBreakdown"": {""field"": 5, ""info"": 25, ""labor"": 10}, ""scoreField"": 5, ""scoreInfo"": 25, ""scoreLabor"": 10}",40,,2026-07-16 05:16:57
600001,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性38点、b)人手不足度25点、c)情報の確からしさ28点、合計91点。a.料亭という業態は外食業に直接該当し、調理や接客業務は特定技能の対象です。b.飲食業界は人手不足が深刻で、料亭も例外ではありません。c.ミシュラン評価やメニュー、営業時間、席数など具体的な情報が豊富で、事業内容が明確に確認できました。"", ""score"": 91, ""scoreBreakdown"": {""field"": 38, ""info"": 28, ""labor"": 25}, ""scoreField"": 38, ""scoreInfo"": 28, ""scoreLabor"": 25}",91,1,2026-07-16 05:20:00
600002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a.料亭経営であり、外食業分野に直接該当します。b.飲食業界は人手不足が深刻であり、特に料亭のようなサービス業は現場の比重が高いです。c.店舗情報やメニュー、ミシュラン評価など、事業内容が具体的に確認できました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:20:02
600003,https://kikunoi.jp/restaurant/,菊乃井,料亭業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""料亭業"", ""reason"": ""a)分野該当性38点、b)人手不足度25点、c)情報の確からしさ28点、合計91点。a.料亭としての業務は外食業に直接該当するため高得点。b.飲食業界は人手不足が深刻であり、現場での調理・接客業務が中心と推測されるため。c.会社概要や店舗情報、メニューなどが具体的に記載されており、事業内容が明確に確認できたため。"", ""score"": 91, ""scoreBreakdown"": {""field"": 38, ""info"": 28, ""labor"": 25}, ""scoreField"": 38, ""scoreInfo"": 28, ""scoreLabor"": 25}",91,1,2026-07-16 05:20:33
600004,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度28点、c)情報の確からしさ25点、合計93点。a.料亭という業態は外食業に直接該当するため40点。b.飲食業界は全般的に人手不足が深刻で、料亭も例外ではないため28点。c.店舗情報やメニュー、ミシュラン評価など事業内容が明確に確認できたため25点とした。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 25, ""labor"": 28}, ""scoreField"": 40, ""scoreInfo"": 25, ""scoreLabor"": 28}",93,1,2026-07-16 05:20:35
600005,https://kikunoi.jp/restaurant/,菊乃井,料亭業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""料亭業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a. 外食業に直接該当するため40点。b. 料亭は人手不足が深刻であり、現場でのサービス提供が中心のため25点。c. ページ内容から事業内容、規模、店舗情報が詳細に確認できたため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:21:02
600006,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a.料亭経営であり、外食業分野に直接該当するため40点。b.飲食業界は人手不足が深刻であり、現場での調理・接客業務が中心のため25点。c.ミシュラン評価や詳細な店舗情報、メニュー、予約方法が明記されており、事業内容が具体的に確認できるため28点。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:21:04
600007,https://kikunoi.jp/restaurant/,菊乃井,飲食サービス業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食サービス業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度28点、c)情報の確からしさ29点、合計97点。a)外食業に直接該当し、料亭という業態から専門性も高く評価。b)飲食業界は人手不足が深刻で、料亭も現場のサービス提供が中心。c)会社概要や事業内容が詳細に記載されており、情報の確からしさが高い。"", ""score"": 97, ""scoreBreakdown"": {""field"": 40, ""info"": 29, ""labor"": 28}, ""scoreField"": 40, ""scoreInfo"": 29, ""scoreLabor"": 28}",97,1,2026-07-16 05:21:38
600008,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度28点、c)情報の確からしさ29点、合計97点。a) 外食業に明確に該当するため40点。b) 料亭は専門性が高く人手不足が深刻な傾向にあり28点。c) 企業情報や事業内容が詳細に記載されており29点としました。"", ""score"": 97, ""scoreBreakdown"": {""field"": 40, ""info"": 29, ""labor"": 28}, ""scoreField"": 40, ""scoreInfo"": 29, ""scoreLabor"": 28}",97,1,2026-07-16 05:21:39
630001,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に直接該当するため40点。b) 飲食業界は人手不足が深刻であり、料亭の現場業務は多岐にわたるため25点。c) 企業名、事業内容、所在地が明確に記載されており、情報が非常に確からしいため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:24:05
630002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に明確に該当するため40点。b) 飲食業界は人手不足が深刻であり、料亭という業態は現場でのサービス提供が中心のため25点。c) 企業名、事業内容、所在地が明確に記載されているため28点と評価しました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:24:06
630003,https://kikunoi.jp/restaurant/,菊乃井,飲食サービス業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食サービス業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度28点、c)情報の確からしさ29点、合計97点。a)外食業に直接該当し、料亭という業態から専門性も高く評価。b)料亭の調理・接客は人手不足が深刻で現場職の比重も高いため高評価。c)ミシュランの評価や詳細な店舗情報から事業内容が明確に確認できたため高評価。"", ""score"": 97, ""scoreBreakdown"": {""field"": 40, ""info"": 29, ""labor"": 28}, ""scoreField"": 40, ""scoreInfo"": 29, ""scoreLabor"": 28}",97,1,2026-07-16 05:24:06
660001,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に直接該当するため40点。b) 料亭は専門性が高く人手不足の業種であり、現場での調理・接客が中心のため25点。c) ページから事業内容と店舗規模が明確に確認できたため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:25:12
660002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に直接該当するため40点。b) 飲食業界は人手不足が深刻で、料亭の現場作業も多いため25点。c) 企業名、事業内容、所在地が明確に記載されており、情報が非常に確からしいと判断し28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:25:12
690001,https://kikunoi.jp/restaurant/,菊乃井,飲食サービス業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食サービス業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a)料亭経営であり「外食業」に直接該当するため40点。b)飲食業界は人手不足が深刻であり、現場での調理・接客業務が中心のため25点。c)会社名、事業内容、所在地、店舗規模が詳細に確認できたため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:25:58
690002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に明確に該当するため40点。b) 料亭は専門性が高いが、調理補助やホールスタッフは人手不足が深刻なため25点。c) 企業名、事業内容、所在地が明確に確認できたため28点。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:26:00
690003,https://kikunoi.jp/restaurant/,菊乃井,飲食サービス業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食サービス業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。事業内容が懐石料理を提供する料亭であり、特定技能「外食業」に直接該当するためscoreFieldを40としました。飲食業界は人手不足が深刻であり、現場でのサービス提供が中心のためscoreLaborを25としました。ページ内容から事業規模や提供サービスが具体的に確認できたためscoreInfoを28としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:26:00
720001,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に明確に該当するため40点。b) 飲食業界は人手不足が深刻であり、料亭という現場作業中心の業態のため25点。c) 企業名、事業内容、所在地が明確に記載されているため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:27:23
720002,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 懐石料理の料亭であり、外食業に直接該当するため40点。b) 飲食業界は慢性的な人手不足であり、接客・調理といった現場職が中心のため25点。c) 企業名、事業内容、所在地、規模感が明確に記載されており、情報の確からしさが高いと判断し28点。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:27:23
720003,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に明確に該当するため40点。b) 料亭は専門性が高く人手不足が深刻な傾向にあるため25点。c) 企業名、事業内容、所在地が明確に記載されているため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:27:38
720004,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 外食業に直接該当するため40点。b) 料亭は専門性が高く人手不足の深刻度が高いと推測され25点。c) 企業名、業種、所在地、事業内容が明確に記載されているため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:27:41
720005,https://kikunoi.jp/restaurant/,菊乃井,飲食サービス業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食サービス業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 懐石料理の料亭であり、外食業に直接該当するため40点。b) 飲食業界は人手不足が深刻であり、現場での調理・接客が中心のため25点。c) 企業名、事業内容、所在地、規模が明確に記載されているため28点と評価しました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:28:12
720006,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度28点、c)情報の確からしさ29点、合計97点。a) 外食業に明確に該当するため40点。b) 料亭は人手によるサービス提供が中心であり、人手不足が深刻な業界であるため28点。c) 企業名、事業内容、所在地が明確に記載されているため29点とした。"", ""score"": 97, ""scoreBreakdown"": {""field"": 40, ""info"": 29, ""labor"": 28}, ""scoreField"": 40, ""scoreInfo"": 29, ""scoreLabor"": 28}",97,1,2026-07-16 05:28:13
750001,https://kikunoi.jp/restaurant/,菊乃井,飲食業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a) 懐石料理を提供する料亭であり、特定技能「外食業」に直接該当するため40点。b) 飲食業界は人手不足が深刻で、調理・接客といった現場業務が中心のため25点。c) 企業名、事業内容、所在地が明確に記載されており、情報が非常に確からしいため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:30:19
750002,https://kikunoi.jp/restaurant/,菊乃井,飲食サービス業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食サービス業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a)料亭であり、外食業に直接該当するため40点。b)飲食業界は人手不足が深刻で、調理・接客といった現場職の比重が高いため25点。c)会社名、事業内容、所在地が明確に記載されており、情報が非常に確からしいため28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:30:21
780001,https://www.shimogamosaryo.co.jp/,下鴨茶寮,料亭、飲食業,"{""companyName"": ""下鴨茶寮"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""料亭、飲食業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性38点、b)人手不足度28点、c)情報の確からしさ25点、合計91点。a)料亭経営は外食業に直接該当するため38点。b)飲食業界は人手不足が深刻であり、現場職の比重も高いため28点。c)ウェブサイトから事業内容や規模が詳細に確認できたため25点としました。"", ""score"": 91, ""scoreBreakdown"": {""field"": 38, ""info"": 25, ""labor"": 28}, ""scoreField"": 38, ""scoreInfo"": 25, ""scoreLabor"": 28}",91,,2026-07-16 05:31:04
810001,https://kikunoi.jp/restaurant/,菊乃井,飲食サービス業,"{""companyName"": ""菊乃井"", ""cost"": ""初期10〜30万円＋月額2〜4万円/人"", ""field"": ""外食業"", ""headcount"": ""1ー5名"", ""industry"": ""飲食サービス業"", ""prefecture"": ""京都府"", ""reason"": ""a)分野該当性40点、b)人手不足度25点、c)情報の確からしさ28点、合計93点。a)料亭経営は外食業に直接該当し40点。b)サービス業は人手不足が深刻で25点。c)事業内容や店舗情報が詳細に記載されており28点としました。"", ""score"": 93, ""scoreBreakdown"": {""field"": 40, ""info"": 28, ""labor"": 25}, ""scoreField"": 40, ""scoreInfo"": 28, ""scoreLabor"": 25}",93,1,2026-07-16 05:34:27
